(Asia,{
(1860-04-01,7.481999999999998,1.102,Asia),
(1860-05-01,14.192,0.88,Asia),
(1860-06-01,18.942,0.907,Asia),
(1860-07-01,21.121,0.867,Asia),
(1860-08-01,19.914,0.977,Asia),
(1860-09-01,15.398,0.878,Asia),
(1860-10-01,7.706999999999999,0.907,Asia),
(1860-11-01,-1.301,1.003,Asia),
(1860-12-01,-8.884,1.092,Asia),
(1861-01-01,-10.292,1.126,Asia),
(1861-02-01,-6.674,1.167,Asia),
(1861-03-01,0.4810000000000001,1.02,Asia),
(1861-04-01,7.188,0.954,Asia),
(1861-05-01,14.065,0.916,Asia),
(1861-06-01,18.507,1.0490000000000002,Asia),
(1861-07-01,21.026,1.052,Asia),
(1861-08-01,19.839,0.7959999999999999,Asia),
(1861-09-01,14.538,0.8170000000000001,Asia),
(1861-10-01,6.9689999999999985,0.816,Asia),
(1861-11-01,0.009000000000000008,1.178,Asia),
(1861-12-01,-6.81,1.391,Asia),
(1862-01-01,-10.037,1.612,Asia),
(1862-02-01,-6.56,1.264,Asia),
(1862-03-01,-0.052999999999999936,1.213,Asia),
(1862-04-01,7.135999999999999,1.467,Asia),
(1862-05-01,13.69,1.254,Asia),
(1862-06-01,18.574,1.147,Asia),
(1862-07-01,20.788,0.943,Asia),
(1862-08-01,19.037,0.963,Asia),
(1862-09-01,14.037,1.078,Asia),
(1862-10-01,6.747999999999998,1.153,Asia),
(1862-11-01,-1.44,1.277,Asia),
(1862-12-01,-8.719999999999999,1.445,Asia),
(1863-01-01,-6.462999999999999,1.394,Asia),
(1863-02-01,-4.13,1.345,Asia),
(1863-03-01,0.8430000000000001,1.074,Asia),
(1863-04-01,8.081999999999999,1.113,Asia),
(1863-05-01,14.712,0.927,Asia),
(1863-06-01,18.757,1.176,Asia),
(1863-07-01,20.941,0.965,Asia),
(1863-08-01,19.381,0.8809999999999999,Asia),
(1863-09-01,14.219,0.898,Asia),
(1863-10-01,7.012999999999999,1.017,Asia),
(1863-11-01,-0.365,1.045,Asia),
(1863-12-01,-5.93,1.205,Asia),
(1864-01-01,-8.367,1.327,Asia),
(1864-02-01,-5.96,1.164,Asia),
(1864-03-01,0.348,1.101,Asia),
(1864-04-01,7.619999999999999,1.033,Asia),
(1864-05-01,14.13,0.812,Asia),
(1864-06-01,19.227,0.7929999999999999,Asia),
(1864-07-01,21.12,0.81,Asia),
(1864-08-01,19.387,0.767,Asia),
(1864-09-01,14.197,0.89,Asia),
(1864-10-01,7.550999999999998,0.8959999999999999,Asia),
(1864-11-01,-0.946,0.993,Asia),
(1864-12-01,-7.462000000000001,1.105,Asia),
(1865-01-01,-6.234,1.192,Asia),
(1865-02-01,-6.347,1.089,Asia),
(1865-03-01,-0.6359999999999999,1.028,Asia),
(1865-04-01,6.925999999999998,0.956,Asia),
(1865-05-01,13.835,0.97,Asia),
(1865-06-01,19.083,0.823,Asia),
(1865-07-01,21.173000000000002,0.8340000000000001,Asia),
(1865-08-01,19.498,0.802,Asia),
(1865-09-01,14.784,0.8240000000000001,Asia),
(1865-10-01,7.837000000000001,0.861,Asia),
(1865-11-01,0.237,0.973,Asia),
(1865-12-01,-6.1549999999999985,1.021,Asia),
(1866-01-01,-6.195,1.133,Asia),
(1866-02-01,-5.931,0.98,Asia),
